file1 file2 flip runtime closed open 
../data/random_experiments_paper/n_15/set_4/triangulation/t_0 ../data/random_experiments_paper/n_15/set_4/triangulation/t_1 17 287 71757 127039
../data/random_experiments_paper/n_15/set_4/triangulation/t_0 ../data/random_experiments_paper/n_15/set_4/triangulation/t_10 17 291 72438 133539
../data/random_experiments_paper/n_15/set_4/triangulation/t_0 ../data/random_experiments_paper/n_15/set_4/triangulation/t_11 10 17 4505 13058
../data/random_experiments_paper/n_15/set_4/triangulation/t_0 ../data/random_experiments_paper/n_15/set_4/triangulation/t_12 7 1 458 1633
../data/random_experiments_paper/n_15/set_4/triangulation/t_0 ../data/random_experiments_paper/n_15/set_4/triangulation/t_13 18 308 77014 132174
../data/random_experiments_paper/n_15/set_4/triangulation/t_0 ../data/random_experiments_paper/n_15/set_4/triangulation/t_14 14 93 23443 51391
../data/random_experiments_paper/n_15/set_4/triangulation/t_0 ../data/random_experiments_paper/n_15/set_4/triangulation/t_15 15 106 27317 54481
../data/random_experiments_paper/n_15/set_4/triangulation/t_0 ../data/random_experiments_paper/n_15/set_4/triangulation/t_16 15 138 35002 70179
../data/random_experiments_paper/n_15/set_4/triangulation/t_0 ../data/random_experiments_paper/n_15/set_4/triangulation/t_17 18 258 65453 113947
../data/random_experiments_paper/n_15/set_4/triangulation/t_0 ../data/random_experiments_paper/n_15/set_4/triangulation/t_18 22 606 150628 224522
../data/random_experiments_paper/n_15/set_4/triangulation/t_0 ../data/random_experiments_paper/n_15/set_4/triangulation/t_19 14 78 20394 43353
../data/random_experiments_paper/n_15/set_4/triangulation/t_0 ../data/random_experiments_paper/n_15/set_4/triangulation/t_2 15 138 34664 69418
../data/random_experiments_paper/n_15/set_4/triangulation/t_0 ../data/random_experiments_paper/n_15/set_4/triangulation/t_3 11 25 6518 17393
../data/random_experiments_paper/n_15/set_4/triangulation/t_0 ../data/random_experiments_paper/n_15/set_4/triangulation/t_4 16 212 53029 101858
../data/random_experiments_paper/n_15/set_4/triangulation/t_0 ../data/random_experiments_paper/n_15/set_4/triangulation/t_5 13 82 20342 48043
../data/random_experiments_paper/n_15/set_4/triangulation/t_0 ../data/random_experiments_paper/n_15/set_4/triangulation/t_6 14 93 23424 50885
../data/random_experiments_paper/n_15/set_4/triangulation/t_0 ../data/random_experiments_paper/n_15/set_4/triangulation/t_7 11 19 5027 13023
../data/random_experiments_paper/n_15/set_4/triangulation/t_0 ../data/random_experiments_paper/n_15/set_4/triangulation/t_8 10 17 4447 12215
../data/random_experiments_paper/n_15/set_4/triangulation/t_0 ../data/random_experiments_paper/n_15/set_4/triangulation/t_9 12 46 11874 28589
../data/random_experiments_paper/n_15/set_4/triangulation/t_1 ../data/random_experiments_paper/n_15/set_4/triangulation/t_10 10 19 4900 13785
../data/random_experiments_paper/n_15/set_4/triangulation/t_1 ../data/random_experiments_paper/n_15/set_4/triangulation/t_11 14 117 28987 64750
../data/random_experiments_paper/n_15/set_4/triangulation/t_1 ../data/random_experiments_paper/n_15/set_4/triangulation/t_12 18 407 100193 169604
../data/random_experiments_paper/n_15/set_4/triangulation/t_1 ../data/random_experiments_paper/n_15/set_4/triangulation/t_13 7 1 476 1730
../data/random_experiments_paper/n_15/set_4/triangulation/t_1 ../data/random_experiments_paper/n_15/set_4/triangulation/t_14 10 11 2871 8697
../data/random_experiments_paper/n_15/set_4/triangulation/t_1 ../data/random_experiments_paper/n_15/set_4/triangulation/t_15 8 2 695 2421
../data/random_experiments_paper/n_15/set_4/triangulation/t_1 ../data/random_experiments_paper/n_15/set_4/triangulation/t_16 15 172 42338 85044
../data/random_experiments_paper/n_15/set_4/triangulation/t_1 ../data/random_experiments_paper/n_15/set_4/triangulation/t_17 8 2 762 2646
../data/random_experiments_paper/n_15/set_4/triangulation/t_1 ../data/random_experiments_paper/n_15/set_4/triangulation/t_18 14 53 13648 29918
../data/random_experiments_paper/n_15/set_4/triangulation/t_1 ../data/random_experiments_paper/n_15/set_4/triangulation/t_19 15 125 31243 63058
../data/random_experiments_paper/n_15/set_4/triangulation/t_1 ../data/random_experiments_paper/n_15/set_4/triangulation/t_2 11 21 5450 14276
../data/random_experiments_paper/n_15/set_4/triangulation/t_1 ../data/random_experiments_paper/n_15/set_4/triangulation/t_3 9 11 2898 9014
../data/random_experiments_paper/n_15/set_4/triangulation/t_1 ../data/random_experiments_paper/n_15/set_4/triangulation/t_4 7 2 517 1943
../data/random_experiments_paper/n_15/set_4/triangulation/t_1 ../data/random_experiments_paper/n_15/set_4/triangulation/t_5 11 28 6887 18950
../data/random_experiments_paper/n_15/set_4/triangulation/t_1 ../data/random_experiments_paper/n_15/set_4/triangulation/t_6 16 286 69681 129764
../data/random_experiments_paper/n_15/set_4/triangulation/t_1 ../data/random_experiments_paper/n_15/set_4/triangulation/t_7 15 147 35978 73647
../data/random_experiments_paper/n_15/set_4/triangulation/t_1 ../data/random_experiments_paper/n_15/set_4/triangulation/t_8 14 129 32282 65464
../data/random_experiments_paper/n_15/set_4/triangulation/t_1 ../data/random_experiments_paper/n_15/set_4/triangulation/t_9 13 65 16290 37754
../data/random_experiments_paper/n_15/set_4/triangulation/t_10 ../data/random_experiments_paper/n_15/set_4/triangulation/t_11 10 27 6925 19503
../data/random_experiments_paper/n_15/set_4/triangulation/t_10 ../data/random_experiments_paper/n_15/set_4/triangulation/t_12 12 34 8920 22922
../data/random_experiments_paper/n_15/set_4/triangulation/t_10 ../data/random_experiments_paper/n_15/set_4/triangulation/t_13 14 105 25919 57437
../data/random_experiments_paper/n_15/set_4/triangulation/t_10 ../data/random_experiments_paper/n_15/set_4/triangulation/t_14 13 78 19508 45605
../data/random_experiments_paper/n_15/set_4/triangulation/t_10 ../data/random_experiments_paper/n_15/set_4/triangulation/t_15 13 73 18274 42058
../data/random_experiments_paper/n_15/set_4/triangulation/t_10 ../data/random_experiments_paper/n_15/set_4/triangulation/t_16 10 28 7008 19205
../data/random_experiments_paper/n_15/set_4/triangulation/t_10 ../data/random_experiments_paper/n_15/set_4/triangulation/t_17 12 31 7930 20236
../data/random_experiments_paper/n_15/set_4/triangulation/t_10 ../data/random_experiments_paper/n_15/set_4/triangulation/t_18 13 62 15870 35797
../data/random_experiments_paper/n_15/set_4/triangulation/t_10 ../data/random_experiments_paper/n_15/set_4/triangulation/t_19 16 212 52770 103951
../data/random_experiments_paper/n_15/set_4/triangulation/t_10 ../data/random_experiments_paper/n_15/set_4/triangulation/t_2 11 36 9082 23483
../data/random_experiments_paper/n_15/set_4/triangulation/t_10 ../data/random_experiments_paper/n_15/set_4/triangulation/t_3 13 83 20550 48779
../data/random_experiments_paper/n_15/set_4/triangulation/t_10 ../data/random_experiments_paper/n_15/set_4/triangulation/t_4 9 13 3301 9991
../data/random_experiments_paper/n_15/set_4/triangulation/t_10 ../data/random_experiments_paper/n_15/set_4/triangulation/t_5 5 0 190 956
../data/random_experiments_paper/n_15/set_4/triangulation/t_10 ../data/random_experiments_paper/n_15/set_4/triangulation/t_6 10 17 4240 13111
../data/random_experiments_paper/n_15/set_4/triangulation/t_10 ../data/random_experiments_paper/n_15/set_4/triangulation/t_7 14 97 24059 54613
../data/random_experiments_paper/n_15/set_4/triangulation/t_10 ../data/random_experiments_paper/n_15/set_4/triangulation/t_8 12 75 18853 43248
../data/random_experiments_paper/n_15/set_4/triangulation/t_10 ../data/random_experiments_paper/n_15/set_4/triangulation/t_9 12 61 15231 37822
../data/random_experiments_paper/n_15/set_4/triangulation/t_11 ../data/random_experiments_paper/n_15/set_4/triangulation/t_12 10 17 4395 13039
../data/random_experiments_paper/n_15/set_4/triangulation/t_11 ../data/random_experiments_paper/n_15/set_4/triangulation/t_13 16 237 57890 115328
../data/random_experiments_paper/n_15/set_4/triangulation/t_11 ../data/random_experiments_paper/n_15/set_4/triangulation/t_14 11 32 8062 22136
../data/random_experiments_paper/n_15/set_4/triangulation/t_11 ../data/random_experiments_paper/n_15/set_4/triangulation/t_15 11 30 7491 20237
../data/random_experiments_paper/n_15/set_4/triangulation/t_11 ../data/random_experiments_paper/n_15/set_4/triangulation/t_16 10 29 7217 20642
../data/random_experiments_paper/n_15/set_4/triangulation/t_11 ../data/random_experiments_paper/n_15/set_4/triangulation/t_17 13 83 20649 47379
../data/random_experiments_paper/n_15/set_4/triangulation/t_11 ../data/random_experiments_paper/n_15/set_4/triangulation/t_18 14 81 20286 46271
../data/random_experiments_paper/n_15/set_4/triangulation/t_11 ../data/random_experiments_paper/n_15/set_4/triangulation/t_19 11 30 7641 20639
../data/random_experiments_paper/n_15/set_4/triangulation/t_11 ../data/random_experiments_paper/n_15/set_4/triangulation/t_2 15 232 56348 114823
../data/random_experiments_paper/n_15/set_4/triangulation/t_11 ../data/random_experiments_paper/n_15/set_4/triangulation/t_3 10 15 3934 12297
../data/random_experiments_paper/n_15/set_4/triangulation/t_11 ../data/random_experiments_paper/n_15/set_4/triangulation/t_4 14 132 32151 72405
../data/random_experiments_paper/n_15/set_4/triangulation/t_11 ../data/random_experiments_paper/n_15/set_4/triangulation/t_5 7 3 831 3351
../data/random_experiments_paper/n_15/set_4/triangulation/t_11 ../data/random_experiments_paper/n_15/set_4/triangulation/t_6 12 62 15338 39127
../data/random_experiments_paper/n_15/set_4/triangulation/t_11 ../data/random_experiments_paper/n_15/set_4/triangulation/t_7 14 118 28736 65797
../data/random_experiments_paper/n_15/set_4/triangulation/t_11 ../data/random_experiments_paper/n_15/set_4/triangulation/t_8 10 22 5576 16373
../data/random_experiments_paper/n_15/set_4/triangulation/t_11 ../data/random_experiments_paper/n_15/set_4/triangulation/t_9 9 10 2683 8833
../data/random_experiments_paper/n_15/set_4/triangulation/t_12 ../data/random_experiments_paper/n_15/set_4/triangulation/t_13 17 253 63479 113825
../data/random_experiments_paper/n_15/set_4/triangulation/t_12 ../data/random_experiments_paper/n_15/set_4/triangulation/t_14 14 89 22184 49121
../data/random_experiments_paper/n_15/set_4/triangulation/t_12 ../data/random_experiments_paper/n_15/set_4/triangulation/t_15 16 130 33116 65650
../data/random_experiments_paper/n_15/set_4/triangulation/t_12 ../data/random_experiments_paper/n_15/set_4/triangulation/t_16 17 260 65090 120134
../data/random_experiments_paper/n_15/set_4/triangulation/t_12 ../data/random_experiments_paper/n_15/set_4/triangulation/t_17 16 120 30574 60252
../data/random_experiments_paper/n_15/set_4/triangulation/t_12 ../data/random_experiments_paper/n_15/set_4/triangulation/t_18 19 298 75373 126678
../data/random_experiments_paper/n_15/set_4/triangulation/t_12 ../data/random_experiments_paper/n_15/set_4/triangulation/t_19 12 31 8341 20261
../data/random_experiments_paper/n_15/set_4/triangulation/t_12 ../data/random_experiments_paper/n_15/set_4/triangulation/t_2 15 123 30830 63230
../data/random_experiments_paper/n_15/set_4/triangulation/t_12 ../data/random_experiments_paper/n_15/set_4/triangulation/t_3 14 86 21482 48880
../data/random_experiments_paper/n_15/set_4/triangulation/t_12 ../data/random_experiments_paper/n_15/set_4/triangulation/t_4 16 193 48194 94532
../data/random_experiments_paper/n_15/set_4/triangulation/t_12 ../data/random_experiments_paper/n_15/set_4/triangulation/t_5 8 4 1190 4144
../data/random_experiments_paper/n_15/set_4/triangulation/t_12 ../data/random_experiments_paper/n_15/set_4/triangulation/t_6 10 16 4178 11857
../data/random_experiments_paper/n_15/set_4/triangulation/t_12 ../data/random_experiments_paper/n_15/set_4/triangulation/t_7 11 23 6124 16035
../data/random_experiments_paper/n_15/set_4/triangulation/t_12 ../data/random_experiments_paper/n_15/set_4/triangulation/t_8 14 89 22922 47798
../data/random_experiments_paper/n_15/set_4/triangulation/t_12 ../data/random_experiments_paper/n_15/set_4/triangulation/t_9 13 73 18748 42565
../data/random_experiments_paper/n_15/set_4/triangulation/t_13 ../data/random_experiments_paper/n_15/set_4/triangulation/t_14 9 7 1794 5717
../data/random_experiments_paper/n_15/set_4/triangulation/t_13 ../data/random_experiments_paper/n_15/set_4/triangulation/t_15 9 7 1799 5461
../data/random_experiments_paper/n_15/set_4/triangulation/t_13 ../data/random_experiments_paper/n_15/set_4/triangulation/t_16 15 153 37801 75793
../data/random_experiments_paper/n_15/set_4/triangulation/t_13 ../data/random_experiments_paper/n_15/set_4/triangulation/t_17 9 5 1540 4494
../data/random_experiments_paper/n_15/set_4/triangulation/t_13 ../data/random_experiments_paper/n_15/set_4/triangulation/t_18 13 40 10351 23051
../data/random_experiments_paper/n_15/set_4/triangulation/t_13 ../data/random_experiments_paper/n_15/set_4/triangulation/t_19 13 49 12473 28456
../data/random_experiments_paper/n_15/set_4/triangulation/t_13 ../data/random_experiments_paper/n_15/set_4/triangulation/t_2 13 50 12386 28431
../data/random_experiments_paper/n_15/set_4/triangulation/t_13 ../data/random_experiments_paper/n_15/set_4/triangulation/t_3 11 20 5215 14107
../data/random_experiments_paper/n_15/set_4/triangulation/t_13 ../data/random_experiments_paper/n_15/set_4/triangulation/t_4 13 58 14466 33261
../data/random_experiments_paper/n_15/set_4/triangulation/t_13 ../data/random_experiments_paper/n_15/set_4/triangulation/t_5 12 45 10945 27919
../data/random_experiments_paper/n_15/set_4/triangulation/t_13 ../data/random_experiments_paper/n_15/set_4/triangulation/t_6 16 243 59542 111856
../data/random_experiments_paper/n_15/set_4/triangulation/t_13 ../data/random_experiments_paper/n_15/set_4/triangulation/t_7 17 282 68621 126577
../data/random_experiments_paper/n_15/set_4/triangulation/t_13 ../data/random_experiments_paper/n_15/set_4/triangulation/t_8 18 349 86229 147482
../data/random_experiments_paper/n_15/set_4/triangulation/t_13 ../data/random_experiments_paper/n_15/set_4/triangulation/t_9 16 207 51157 98348
../data/random_experiments_paper/n_15/set_4/triangulation/t_14 ../data/random_experiments_paper/n_15/set_4/triangulation/t_15 8 2 740 2677
../data/random_experiments_paper/n_15/set_4/triangulation/t_14 ../data/random_experiments_paper/n_15/set_4/triangulation/t_16 13 81 19904 46147
