file1 file2 flip runtime
../data/random_experiments_paper/n_15/set_0/triangulation/t_0 ../data/random_experiments_paper/n_15/set_0/triangulation/t_1 17 657 17
../data/random_experiments_paper/n_15/set_0/triangulation/t_0 ../data/random_experiments_paper/n_15/set_0/triangulation/t_10 10 97 10
../data/random_experiments_paper/n_15/set_0/triangulation/t_0 ../data/random_experiments_paper/n_15/set_0/triangulation/t_11 9 864 9
../data/random_experiments_paper/n_15/set_0/triangulation/t_0 ../data/random_experiments_paper/n_15/set_0/triangulation/t_12 20 9022 20
../data/random_experiments_paper/n_15/set_0/triangulation/t_0 ../data/random_experiments_paper/n_15/set_0/triangulation/t_13 14 331 14
../data/random_experiments_paper/n_15/set_0/triangulation/t_0 ../data/random_experiments_paper/n_15/set_0/triangulation/t_14 13 264 13
../data/random_experiments_paper/n_15/set_0/triangulation/t_0 ../data/random_experiments_paper/n_15/set_0/triangulation/t_15 18 4790 18
../data/random_experiments_paper/n_15/set_0/triangulation/t_0 ../data/random_experiments_paper/n_15/set_0/triangulation/t_16 14 134 14
../data/random_experiments_paper/n_15/set_0/triangulation/t_0 ../data/random_experiments_paper/n_15/set_0/triangulation/t_17 15 25136 15
../data/random_experiments_paper/n_15/set_0/triangulation/t_0 ../data/random_experiments_paper/n_15/set_0/triangulation/t_18 11 192 11
../data/random_experiments_paper/n_15/set_0/triangulation/t_0 ../data/random_experiments_paper/n_15/set_0/triangulation/t_19 11 84 11
../data/random_experiments_paper/n_15/set_0/triangulation/t_0 ../data/random_experiments_paper/n_15/set_0/triangulation/t_2 12 151 12
../data/random_experiments_paper/n_15/set_0/triangulation/t_0 ../data/random_experiments_paper/n_15/set_0/triangulation/t_3 14 184 14
../data/random_experiments_paper/n_15/set_0/triangulation/t_0 ../data/random_experiments_paper/n_15/set_0/triangulation/t_4 10 95 10
../data/random_experiments_paper/n_15/set_0/triangulation/t_0 ../data/random_experiments_paper/n_15/set_0/triangulation/t_5 16 4055 16
../data/random_experiments_paper/n_15/set_0/triangulation/t_0 ../data/random_experiments_paper/n_15/set_0/triangulation/t_6 9 161 9
../data/random_experiments_paper/n_15/set_0/triangulation/t_0 ../data/random_experiments_paper/n_15/set_0/triangulation/t_7 10 183 10
../data/random_experiments_paper/n_15/set_0/triangulation/t_0 ../data/random_experiments_paper/n_15/set_0/triangulation/t_8 17 986 17
../data/random_experiments_paper/n_15/set_0/triangulation/t_0 ../data/random_experiments_paper/n_15/set_0/triangulation/t_9 19 269692 19
../data/random_experiments_paper/n_15/set_0/triangulation/t_1 ../data/random_experiments_paper/n_15/set_0/triangulation/t_10 14 36430 14
../data/random_experiments_paper/n_15/set_0/triangulation/t_1 ../data/random_experiments_paper/n_15/set_0/triangulation/t_11 14 226 14
../data/random_experiments_paper/n_15/set_0/triangulation/t_1 ../data/random_experiments_paper/n_15/set_0/triangulation/t_12 18 7672 18
../data/random_experiments_paper/n_15/set_0/triangulation/t_1 ../data/random_experiments_paper/n_15/set_0/triangulation/t_13 15 2379 15
../data/random_experiments_paper/n_15/set_0/triangulation/t_1 ../data/random_experiments_paper/n_15/set_0/triangulation/t_14 13 298 13
../data/random_experiments_paper/n_15/set_0/triangulation/t_1 ../data/random_experiments_paper/n_15/set_0/triangulation/t_15 12 165 12
../data/random_experiments_paper/n_15/set_0/triangulation/t_1 ../data/random_experiments_paper/n_15/set_0/triangulation/t_16 -19 300002 -20
../data/random_experiments_paper/n_15/set_0/triangulation/t_1 ../data/random_experiments_paper/n_15/set_0/triangulation/t_17 19 4351 19
../data/random_experiments_paper/n_15/set_0/triangulation/t_1 ../data/random_experiments_paper/n_15/set_0/triangulation/t_18 18 6377 18
../data/random_experiments_paper/n_15/set_0/triangulation/t_1 ../data/random_experiments_paper/n_15/set_0/triangulation/t_19 17 5528 17
../data/random_experiments_paper/n_15/set_0/triangulation/t_1 ../data/random_experiments_paper/n_15/set_0/triangulation/t_2 -16 300000 -18
../data/random_experiments_paper/n_15/set_0/triangulation/t_1 ../data/random_experiments_paper/n_15/set_0/triangulation/t_3 13 210 13
../data/random_experiments_paper/n_15/set_0/triangulation/t_1 ../data/random_experiments_paper/n_15/set_0/triangulation/t_4 20 17819 20
