file1 file2 flip runtime
../data/random_experiments_paper/n_15/set_2/triangulation/t_0 ../data/random_experiments_paper/n_15/set_2/triangulation/t_1 -19 300000 -21
../data/random_experiments_paper/n_15/set_2/triangulation/t_0 ../data/random_experiments_paper/n_15/set_2/triangulation/t_10 11 237 11
../data/random_experiments_paper/n_15/set_2/triangulation/t_0 ../data/random_experiments_paper/n_15/set_2/triangulation/t_11 9 113 9
../data/random_experiments_paper/n_15/set_2/triangulation/t_0 ../data/random_experiments_paper/n_15/set_2/triangulation/t_12 13 2922 13
../data/random_experiments_paper/n_15/set_2/triangulation/t_0 ../data/random_experiments_paper/n_15/set_2/triangulation/t_13 10 155 10
../data/random_experiments_paper/n_15/set_2/triangulation/t_0 ../data/random_experiments_paper/n_15/set_2/triangulation/t_14 8 81 8
../data/random_experiments_paper/n_15/set_2/triangulation/t_0 ../data/random_experiments_paper/n_15/set_2/triangulation/t_15 15 2599 15
../data/random_experiments_paper/n_15/set_2/triangulation/t_0 ../data/random_experiments_paper/n_15/set_2/triangulation/t_16 17 4918 17
../data/random_experiments_paper/n_15/set_2/triangulation/t_0 ../data/random_experiments_paper/n_15/set_2/triangulation/t_17 -18 300008 -19
../data/random_experiments_paper/n_15/set_2/triangulation/t_0 ../data/random_experiments_paper/n_15/set_2/triangulation/t_18 -21 300000 -25
../data/random_experiments_paper/n_15/set_2/triangulation/t_0 ../data/random_experiments_paper/n_15/set_2/triangulation/t_19 16 9148 16
../data/random_experiments_paper/n_15/set_2/triangulation/t_0 ../data/random_experiments_paper/n_15/set_2/triangulation/t_2 -19 300000 -21
../data/random_experiments_paper/n_15/set_2/triangulation/t_0 ../data/random_experiments_paper/n_15/set_2/triangulation/t_3 16 33407 16
../data/random_experiments_paper/n_15/set_2/triangulation/t_0 ../data/random_experiments_paper/n_15/set_2/triangulation/t_4 13 380 13
../data/random_experiments_paper/n_15/set_2/triangulation/t_0 ../data/random_experiments_paper/n_15/set_2/triangulation/t_5 11 173 11
../data/random_experiments_paper/n_15/set_2/triangulation/t_0 ../data/random_experiments_paper/n_15/set_2/triangulation/t_6 13 325 13
../data/random_experiments_paper/n_15/set_2/triangulation/t_0 ../data/random_experiments_paper/n_15/set_2/triangulation/t_7 -16 300000 -17
../data/random_experiments_paper/n_15/set_2/triangulation/t_0 ../data/random_experiments_paper/n_15/set_2/triangulation/t_8 -16 300000 -18
../data/random_experiments_paper/n_15/set_2/triangulation/t_0 ../data/random_experiments_paper/n_15/set_2/triangulation/t_9 -21 300001 -24
../data/random_experiments_paper/n_15/set_2/triangulation/t_1 ../data/random_experiments_paper/n_15/set_2/triangulation/t_10 16 64276 16
../data/random_experiments_paper/n_15/set_2/triangulation/t_1 ../data/random_experiments_paper/n_15/set_2/triangulation/t_11 16 274 16
../data/random_experiments_paper/n_15/set_2/triangulation/t_1 ../data/random_experiments_paper/n_15/set_2/triangulation/t_12 13 44744 13
../data/random_experiments_paper/n_15/set_2/triangulation/t_1 ../data/random_experiments_paper/n_15/set_2/triangulation/t_13 -17 300173 -20
../data/random_experiments_paper/n_15/set_2/triangulation/t_1 ../data/random_experiments_paper/n_15/set_2/triangulation/t_14 -18 300000 -20
../data/random_experiments_paper/n_15/set_2/triangulation/t_1 ../data/random_experiments_paper/n_15/set_2/triangulation/t_15 17 147090 17
../data/random_experiments_paper/n_15/set_2/triangulation/t_1 ../data/random_experiments_paper/n_15/set_2/triangulation/t_16 10 87 10
../data/random_experiments_paper/n_15/set_2/triangulation/t_1 ../data/random_experiments_paper/n_15/set_2/triangulation/t_17 13 189 13
../data/random_experiments_paper/n_15/set_2/triangulation/t_1 ../data/random_experiments_paper/n_15/set_2/triangulation/t_18 8 647 8
../data/random_experiments_paper/n_15/set_2/triangulation/t_1 ../data/random_experiments_paper/n_15/set_2/triangulation/t_19 17 3425 17
../data/random_experiments_paper/n_15/set_2/triangulation/t_1 ../data/random_experiments_paper/n_15/set_2/triangulation/t_2 10 153 10
