file1 file2 flip heuristic runtime closed open
../data/random_experiments_paper/n_20/set_7/triangulation/t_0 ../data/random_experiments_paper/n_20/set_7/triangulation/t_1 18 17 6 230 2909 124 106
../data/random_experiments_paper/n_20/set_7/triangulation/t_0 ../data/random_experiments_paper/n_20/set_7/triangulation/t_10 14 14 0 0 0 0 0
../data/random_experiments_paper/n_20/set_7/triangulation/t_0 ../data/random_experiments_paper/n_20/set_7/triangulation/t_11 27 25 184 11933 129309 0 0
../data/random_experiments_paper/n_20/set_7/triangulation/t_0 ../data/random_experiments_paper/n_20/set_7/triangulation/t_12 20 20 0 0 0 0 0
../data/random_experiments_paper/n_20/set_7/triangulation/t_0 ../data/random_experiments_paper/n_20/set_7/triangulation/t_13 27 27 0 0 0 0 0
../data/random_experiments_paper/n_20/set_7/triangulation/t_0 ../data/random_experiments_paper/n_20/set_7/triangulation/t_14 20 19 11 905 8903 64 841
../data/random_experiments_paper/n_20/set_7/triangulation/t_0 ../data/random_experiments_paper/n_20/set_7/triangulation/t_15 20 20 0 0 0 0 0
../data/random_experiments_paper/n_20/set_7/triangulation/t_0 ../data/random_experiments_paper/n_20/set_7/triangulation/t_16 21 21 0 0 0 0 0
../data/random_experiments_paper/n_20/set_7/triangulation/t_0 ../data/random_experiments_paper/n_20/set_7/triangulation/t_17 28 28 0 0 0 0 0
../data/random_experiments_paper/n_20/set_7/triangulation/t_0 ../data/random_experiments_paper/n_20/set_7/triangulation/t_18 19 19 0 0 0 0 0
../data/random_experiments_paper/n_20/set_7/triangulation/t_0 ../data/random_experiments_paper/n_20/set_7/triangulation/t_19 27 27 0 0 0 0 0
../data/random_experiments_paper/n_20/set_7/triangulation/t_0 ../data/random_experiments_paper/n_20/set_7/triangulation/t_2 23 23 0 0 0 0 0
../data/random_experiments_paper/n_20/set_7/triangulation/t_0 ../data/random_experiments_paper/n_20/set_7/triangulation/t_3 25 25 0 0 0 0 0
../data/random_experiments_paper/n_20/set_7/triangulation/t_0 ../data/random_experiments_paper/n_20/set_7/triangulation/t_4 26 25 86 5190 58808 240 4950
../data/random_experiments_paper/n_20/set_7/triangulation/t_0 ../data/random_experiments_paper/n_20/set_7/triangulation/t_5 21 21 0 0 0 0 0
../data/random_experiments_paper/n_20/set_7/triangulation/t_0 ../data/random_experiments_paper/n_20/set_7/triangulation/t_6 17 17 0 0 0 0 0
../data/random_experiments_paper/n_20/set_7/triangulation/t_0 ../data/random_experiments_paper/n_20/set_7/triangulation/t_7 27 25 99 2064 25351 1951 113
../data/random_experiments_paper/n_20/set_7/triangulation/t_0 ../data/random_experiments_paper/n_20/set_7/triangulation/t_8 30 27 2119 42674 399311 31284 11390
../data/random_experiments_paper/n_20/set_7/triangulation/t_0 ../data/random_experiments_paper/n_20/set_7/triangulation/t_9 29 28 37 879 9659 864 15
../data/random_experiments_paper/n_20/set_7/triangulation/t_1 ../data/random_experiments_paper/n_20/set_7/triangulation/t_10 24 23 15 451 4923 336 115
../data/random_experiments_paper/n_20/set_7/triangulation/t_1 ../data/random_experiments_paper/n_20/set_7/triangulation/t_11 30 27 1874 32269 231138 32262 7
../data/random_experiments_paper/n_20/set_7/triangulation/t_1 ../data/random_experiments_paper/n_20/set_7/triangulation/t_12 16 15 0 56 731 0 0
../data/random_experiments_paper/n_20/set_7/triangulation/t_1 ../data/random_experiments_paper/n_20/set_7/triangulation/t_13 31 30 238 4428 41737 4421 7
../data/random_experiments_paper/n_20/set_7/triangulation/t_1 ../data/random_experiments_paper/n_20/set_7/triangulation/t_14 22 22 0 0 0 0 0
../data/random_experiments_paper/n_20/set_7/triangulation/t_1 ../data/random_experiments_paper/n_20/set_7/triangulation/t_15 20 20 0 0 0 0 0
../data/random_experiments_paper/n_20/set_7/triangulation/t_1 ../data/random_experiments_paper/n_20/set_7/triangulation/t_16 25 23 121 3450 32881 1905 1545
../data/random_experiments_paper/n_20/set_7/triangulation/t_1 ../data/random_experiments_paper/n_20/set_7/triangulation/t_17 33 31 250 4205 38108 4198 7
../data/random_experiments_paper/n_20/set_7/triangulation/t_1 ../data/random_experiments_paper/n_20/set_7/triangulation/t_18 23 22 68 2279 24487 1134 1145
