file1 file2 simple eppstein hanke 
../data/random_experiments_paper/n_15/set_5/triangulation/t_0 ../data/random_experiments_paper/n_15/set_5/triangulation/t_1 10 11 11
../data/random_experiments_paper/n_15/set_5/triangulation/t_0 ../data/random_experiments_paper/n_15/set_5/triangulation/t_10 12 12 12
../data/random_experiments_paper/n_15/set_5/triangulation/t_0 ../data/random_experiments_paper/n_15/set_5/triangulation/t_11 9 9 13
../data/random_experiments_paper/n_15/set_5/triangulation/t_0 ../data/random_experiments_paper/n_15/set_5/triangulation/t_12 10 10 12
../data/random_experiments_paper/n_15/set_5/triangulation/t_0 ../data/random_experiments_paper/n_15/set_5/triangulation/t_13 13 13 15
../data/random_experiments_paper/n_15/set_5/triangulation/t_0 ../data/random_experiments_paper/n_15/set_5/triangulation/t_14 10 10 10
../data/random_experiments_paper/n_15/set_5/triangulation/t_0 ../data/random_experiments_paper/n_15/set_5/triangulation/t_15 5 5 5
../data/random_experiments_paper/n_15/set_5/triangulation/t_0 ../data/random_experiments_paper/n_15/set_5/triangulation/t_16 13 14 15
../data/random_experiments_paper/n_15/set_5/triangulation/t_0 ../data/random_experiments_paper/n_15/set_5/triangulation/t_17 7 7 8
../data/random_experiments_paper/n_15/set_5/triangulation/t_0 ../data/random_experiments_paper/n_15/set_5/triangulation/t_18 13 14 15
../data/random_experiments_paper/n_15/set_5/triangulation/t_0 ../data/random_experiments_paper/n_15/set_5/triangulation/t_19 10 10 11
../data/random_experiments_paper/n_15/set_5/triangulation/t_0 ../data/random_experiments_paper/n_15/set_5/triangulation/t_2 6 6 6
../data/random_experiments_paper/n_15/set_5/triangulation/t_0 ../data/random_experiments_paper/n_15/set_5/triangulation/t_3 13 14 17
../data/random_experiments_paper/n_15/set_5/triangulation/t_0 ../data/random_experiments_paper/n_15/set_5/triangulation/t_4 12 14 15
../data/random_experiments_paper/n_15/set_5/triangulation/t_0 ../data/random_experiments_paper/n_15/set_5/triangulation/t_5 10 10 11
../data/random_experiments_paper/n_15/set_5/triangulation/t_0 ../data/random_experiments_paper/n_15/set_5/triangulation/t_6 11 11 12
../data/random_experiments_paper/n_15/set_5/triangulation/t_0 ../data/random_experiments_paper/n_15/set_5/triangulation/t_7 10 10 10
../data/random_experiments_paper/n_15/set_5/triangulation/t_0 ../data/random_experiments_paper/n_15/set_5/triangulation/t_8 9 9 11
../data/random_experiments_paper/n_15/set_5/triangulation/t_0 ../data/random_experiments_paper/n_15/set_5/triangulation/t_9 10 10 12
../data/random_experiments_paper/n_15/set_5/triangulation/t_1 ../data/random_experiments_paper/n_15/set_5/triangulation/t_10 6 6 6
../data/random_experiments_paper/n_15/set_5/triangulation/t_1 ../data/random_experiments_paper/n_15/set_5/triangulation/t_11 11 13 13
../data/random_experiments_paper/n_15/set_5/triangulation/t_1 ../data/random_experiments_paper/n_15/set_5/triangulation/t_12 11 11 14
../data/random_experiments_paper/n_15/set_5/triangulation/t_1 ../data/random_experiments_paper/n_15/set_5/triangulation/t_13 12 13 14
../data/random_experiments_paper/n_15/set_5/triangulation/t_1 ../data/random_experiments_paper/n_15/set_5/triangulation/t_14 10 11 11
../data/random_experiments_paper/n_15/set_5/triangulation/t_1 ../data/random_experiments_paper/n_15/set_5/triangulation/t_15 10 11 11
../data/random_experiments_paper/n_15/set_5/triangulation/t_1 ../data/random_experiments_paper/n_15/set_5/triangulation/t_16 12 12 12
../data/random_experiments_paper/n_15/set_5/triangulation/t_1 ../data/random_experiments_paper/n_15/set_5/triangulation/t_17 11 12 13
../data/random_experiments_paper/n_15/set_5/triangulation/t_1 ../data/random_experiments_paper/n_15/set_5/triangulation/t_18 9 9 9
../data/random_experiments_paper/n_15/set_5/triangulation/t_1 ../data/random_experiments_paper/n_15/set_5/triangulation/t_19 6 6 6
../data/random_experiments_paper/n_15/set_5/triangulation/t_1 ../data/random_experiments_paper/n_15/set_5/triangulation/t_2 11 12 13
../data/random_experiments_paper/n_15/set_5/triangulation/t_1 ../data/random_experiments_paper/n_15/set_5/triangulation/t_3 10 11 13
../data/random_experiments_paper/n_15/set_5/triangulation/t_1 ../data/random_experiments_paper/n_15/set_5/triangulation/t_4 7 8 8
../data/random_experiments_paper/n_15/set_5/triangulation/t_1 ../data/random_experiments_paper/n_15/set_5/triangulation/t_5 11 12 14
../data/random_experiments_paper/n_15/set_5/triangulation/t_1 ../data/random_experiments_paper/n_15/set_5/triangulation/t_6 12 13 14
../data/random_experiments_paper/n_15/set_5/triangulation/t_1 ../data/random_experiments_paper/n_15/set_5/triangulation/t_7 13 15 15
../data/random_experiments_paper/n_15/set_5/triangulation/t_1 ../data/random_experiments_paper/n_15/set_5/triangulation/t_8 10 10 10
../data/random_experiments_paper/n_15/set_5/triangulation/t_1 ../data/random_experiments_paper/n_15/set_5/triangulation/t_9 11 12 14
../data/random_experiments_paper/n_15/set_5/triangulation/t_10 ../data/random_experiments_paper/n_15/set_5/triangulation/t_11 13 15 15
../data/random_experiments_paper/n_15/set_5/triangulation/t_10 ../data/random_experiments_paper/n_15/set_5/triangulation/t_12 12 12 14
../data/random_experiments_paper/n_15/set_5/triangulation/t_10 ../data/random_experiments_paper/n_15/set_5/triangulation/t_13 8 10 10
../data/random_experiments_paper/n_15/set_5/triangulation/t_10 ../data/random_experiments_paper/n_15/set_5/triangulation/t_14 7 7 7
../data/random_experiments_paper/n_15/set_5/triangulation/t_10 ../data/random_experiments_paper/n_15/set_5/triangulation/t_15 12 12 12
../data/random_experiments_paper/n_15/set_5/triangulation/t_10 ../data/random_experiments_paper/n_15/set_5/triangulation/t_16 11 11 11
../data/random_experiments_paper/n_15/set_5/triangulation/t_10 ../data/random_experiments_paper/n_15/set_5/triangulation/t_17 11 11 12
../data/random_experiments_paper/n_15/set_5/triangulation/t_10 ../data/random_experiments_paper/n_15/set_5/triangulation/t_18 10 11 11
../data/random_experiments_paper/n_15/set_5/triangulation/t_10 ../data/random_experiments_paper/n_15/set_5/triangulation/t_19 8 8 8
../data/random_experiments_paper/n_15/set_5/triangulation/t_10 ../data/random_experiments_paper/n_15/set_5/triangulation/t_2 8 8 9
../data/random_experiments_paper/n_15/set_5/triangulation/t_10 ../data/random_experiments_paper/n_15/set_5/triangulation/t_3 12 14 18
../data/random_experiments_paper/n_15/set_5/triangulation/t_10 ../data/random_experiments_paper/n_15/set_5/triangulation/t_4 9 10 10
../data/random_experiments_paper/n_15/set_5/triangulation/t_10 ../data/random_experiments_paper/n_15/set_5/triangulation/t_5 11 12 12
../data/random_experiments_paper/n_15/set_5/triangulation/t_10 ../data/random_experiments_paper/n_15/set_5/triangulation/t_6 11 13 14
../data/random_experiments_paper/n_15/set_5/triangulation/t_10 ../data/random_experiments_paper/n_15/set_5/triangulation/t_7 12 13 13
../data/random_experiments_paper/n_15/set_5/triangulation/t_10 ../data/random_experiments_paper/n_15/set_5/triangulation/t_8 13 13 13
../data/random_experiments_paper/n_15/set_5/triangulation/t_10 ../data/random_experiments_paper/n_15/set_5/triangulation/t_9 11 12 13
../data/random_experiments_paper/n_15/set_5/triangulation/t_11 ../data/random_experiments_paper/n_15/set_5/triangulation/t_12 10 12 12
../data/random_experiments_paper/n_15/set_5/triangulation/t_11 ../data/random_experiments_paper/n_15/set_5/triangulation/t_13 13 15 20
../data/random_experiments_paper/n_15/set_5/triangulation/t_11 ../data/random_experiments_paper/n_15/set_5/triangulation/t_14 10 10 10
../data/random_experiments_paper/n_15/set_5/triangulation/t_11 ../data/random_experiments_paper/n_15/set_5/triangulation/t_15 11 12 13
../data/random_experiments_paper/n_15/set_5/triangulation/t_11 ../data/random_experiments_paper/n_15/set_5/triangulation/t_16 13 14 18
../data/random_experiments_paper/n_15/set_5/triangulation/t_11 ../data/random_experiments_paper/n_15/set_5/triangulation/t_17 9 9 11
../data/random_experiments_paper/n_15/set_5/triangulation/t_11 ../data/random_experiments_paper/n_15/set_5/triangulation/t_18 13 15 20
../data/random_experiments_paper/n_15/set_5/triangulation/t_11 ../data/random_experiments_paper/n_15/set_5/triangulation/t_19 12 12 16
../data/random_experiments_paper/n_15/set_5/triangulation/t_11 ../data/random_experiments_paper/n_15/set_5/triangulation/t_2 12 13 13
../data/random_experiments_paper/n_15/set_5/triangulation/t_11 ../data/random_experiments_paper/n_15/set_5/triangulation/t_3 11 12 14
../data/random_experiments_paper/n_15/set_5/triangulation/t_11 ../data/random_experiments_paper/n_15/set_5/triangulation/t_4 13 15 16
../data/random_experiments_paper/n_15/set_5/triangulation/t_11 ../data/random_experiments_paper/n_15/set_5/triangulation/t_5 11 12 13
../data/random_experiments_paper/n_15/set_5/triangulation/t_11 ../data/random_experiments_paper/n_15/set_5/triangulation/t_6 12 13 15
../data/random_experiments_paper/n_15/set_5/triangulation/t_11 ../data/random_experiments_paper/n_15/set_5/triangulation/t_7 10 11 12
../data/random_experiments_paper/n_15/set_5/triangulation/t_11 ../data/random_experiments_paper/n_15/set_5/triangulation/t_8 7 7 7
../data/random_experiments_paper/n_15/set_5/triangulation/t_11 ../data/random_experiments_paper/n_15/set_5/triangulation/t_9 4 5 5
../data/random_experiments_paper/n_15/set_5/triangulation/t_12 ../data/random_experiments_paper/n_15/set_5/triangulation/t_13 12 12 15
../data/random_experiments_paper/n_15/set_5/triangulation/t_12 ../data/random_experiments_paper/n_15/set_5/triangulation/t_14 11 11 12
../data/random_experiments_paper/n_15/set_5/triangulation/t_12 ../data/random_experiments_paper/n_15/set_5/triangulation/t_15 9 9 9
../data/random_experiments_paper/n_15/set_5/triangulation/t_12 ../data/random_experiments_paper/n_15/set_5/triangulation/t_16 13 13 17
../data/random_experiments_paper/n_15/set_5/triangulation/t_12 ../data/random_experiments_paper/n_15/set_5/triangulation/t_17 11 11 12
../data/random_experiments_paper/n_15/set_5/triangulation/t_12 ../data/random_experiments_paper/n_15/set_5/triangulation/t_18 13 13 18
../data/random_experiments_paper/n_15/set_5/triangulation/t_12 ../data/random_experiments_paper/n_15/set_5/triangulation/t_19 10 10 13
../data/random_experiments_paper/n_15/set_5/triangulation/t_12 ../data/random_experiments_paper/n_15/set_5/triangulation/t_2 9 9 10
../data/random_experiments_paper/n_15/set_5/triangulation/t_12 ../data/random_experiments_paper/n_15/set_5/triangulation/t_3 12 12 12
../data/random_experiments_paper/n_15/set_5/triangulation/t_12 ../data/random_experiments_paper/n_15/set_5/triangulation/t_4 9 10 11
../data/random_experiments_paper/n_15/set_5/triangulation/t_12 ../data/random_experiments_paper/n_15/set_5/triangulation/t_5 9 9 9
../data/random_experiments_paper/n_15/set_5/triangulation/t_12 ../data/random_experiments_paper/n_15/set_5/triangulation/t_6 10 10 12
../data/random_experiments_paper/n_15/set_5/triangulation/t_12 ../data/random_experiments_paper/n_15/set_5/triangulation/t_7 13 13 16
../data/random_experiments_paper/n_15/set_5/triangulation/t_12 ../data/random_experiments_paper/n_15/set_5/triangulation/t_8 10 11 11
../data/random_experiments_paper/n_15/set_5/triangulation/t_12 ../data/random_experiments_paper/n_15/set_5/triangulation/t_9 8 8 9
../data/random_experiments_paper/n_15/set_5/triangulation/t_13 ../data/random_experiments_paper/n_15/set_5/triangulation/t_14 10 10 13
../data/random_experiments_paper/n_15/set_5/triangulation/t_13 ../data/random_experiments_paper/n_15/set_5/triangulation/t_15 13 13 13
../data/random_experiments_paper/n_15/set_5/triangulation/t_13 ../data/random_experiments_paper/n_15/set_5/triangulation/t_16 10 10 10
../data/random_experiments_paper/n_15/set_5/triangulation/t_13 ../data/random_experiments_paper/n_15/set_5/triangulation/t_17 13 13 16
