file1 file2 flip runtime used_hanke  size order
../data/random_hod_experiments_paper/n_50_2/set_0/triangulation/t_0 ../data/random_hod_experiments_paper/n_50_2/set_0/triangulation/t_1 25 1.167000 0 2 50
../data/random_hod_experiments_paper/n_50_2/set_0/triangulation/t_0 ../data/random_hod_experiments_paper/n_50_2/set_0/triangulation/t_2 20 1.000000 0 2 50
../data/random_hod_experiments_paper/n_50_2/set_0/triangulation/t_0 ../data/random_hod_experiments_paper/n_50_2/set_0/triangulation/t_3 19 1.011000 0 2 50
../data/random_hod_experiments_paper/n_50_2/set_0/triangulation/t_0 ../data/random_hod_experiments_paper/n_50_2/set_0/triangulation/t_4 19 0.983000 0 2 50
../data/random_hod_experiments_paper/n_50_2/set_0/triangulation/t_1 ../data/random_hod_experiments_paper/n_50_2/set_0/triangulation/t_2 19 1.050000 0 2 50
../data/random_hod_experiments_paper/n_50_2/set_0/triangulation/t_1 ../data/random_hod_experiments_paper/n_50_2/set_0/triangulation/t_3 20 0.970000 0 2 50
../data/random_hod_experiments_paper/n_50_2/set_0/triangulation/t_1 ../data/random_hod_experiments_paper/n_50_2/set_0/triangulation/t_4 19 0.981000 0 2 50
../data/random_hod_experiments_paper/n_50_2/set_0/triangulation/t_2 ../data/random_hod_experiments_paper/n_50_2/set_0/triangulation/t_3 17 1.008000 0 2 50
../data/random_hod_experiments_paper/n_50_2/set_0/triangulation/t_2 ../data/random_hod_experiments_paper/n_50_2/set_0/triangulation/t_4 19 0.979000 0 2 50
../data/random_hod_experiments_paper/n_50_2/set_0/triangulation/t_3 ../data/random_hod_experiments_paper/n_50_2/set_0/triangulation/t_4 18 0.985000 0 2 50
../data/random_hod_experiments_paper/n_50_2/set_1/triangulation/t_0 ../data/random_hod_experiments_paper/n_50_2/set_1/triangulation/t_1 24 1.554000 0 2 50
../data/random_hod_experiments_paper/n_50_2/set_1/triangulation/t_0 ../data/random_hod_experiments_paper/n_50_2/set_1/triangulation/t_2 29 0.962000 0 2 50
../data/random_hod_experiments_paper/n_50_2/set_1/triangulation/t_0 ../data/random_hod_experiments_paper/n_50_2/set_1/triangulation/t_3 19 0.961000 0 2 50
../data/random_hod_experiments_paper/n_50_2/set_1/triangulation/t_0 ../data/random_hod_experiments_paper/n_50_2/set_1/triangulation/t_4 29 1.022000 0 2 50
../data/random_hod_experiments_paper/n_50_2/set_1/triangulation/t_1 ../data/random_hod_experiments_paper/n_50_2/set_1/triangulation/t_2 29 0.950000 0 2 50
../data/random_hod_experiments_paper/n_50_2/set_1/triangulation/t_1 ../data/random_hod_experiments_paper/n_50_2/set_1/triangulation/t_3 23 0.972000 0 2 50
../data/random_hod_experiments_paper/n_50_2/set_1/triangulation/t_1 ../data/random_hod_experiments_paper/n_50_2/set_1/triangulation/t_4 25 0.972000 0 2 50
../data/random_hod_experiments_paper/n_50_2/set_1/triangulation/t_2 ../data/random_hod_experiments_paper/n_50_2/set_1/triangulation/t_3 21 0.959000 0 2 50
../data/random_hod_experiments_paper/n_50_2/set_1/triangulation/t_2 ../data/random_hod_experiments_paper/n_50_2/set_1/triangulation/t_4 26 0.953000 0 2 50
../data/random_hod_experiments_paper/n_50_2/set_1/triangulation/t_3 ../data/random_hod_experiments_paper/n_50_2/set_1/triangulation/t_4 22 0.995000 0 2 50
../data/random_hod_experiments_paper/n_50_2/set_2/triangulation/t_0 ../data/random_hod_experiments_paper/n_50_2/set_2/triangulation/t_1 17 1.027000 0 2 50
../data/random_hod_experiments_paper/n_50_2/set_2/triangulation/t_0 ../data/random_hod_experiments_paper/n_50_2/set_2/triangulation/t_2 23 0.993000 0 2 50
../data/random_hod_experiments_paper/n_50_2/set_2/triangulation/t_0 ../data/random_hod_experiments_paper/n_50_2/set_2/triangulation/t_3 13 0.999000 0 2 50
../data/random_hod_experiments_paper/n_50_2/set_2/triangulation/t_0 ../data/random_hod_experiments_paper/n_50_2/set_2/triangulation/t_4 17 0.993000 0 2 50
../data/random_hod_experiments_paper/n_50_2/set_2/triangulation/t_1 ../data/random_hod_experiments_paper/n_50_2/set_2/triangulation/t_2 21 1.031000 0 2 50
../data/random_hod_experiments_paper/n_50_2/set_2/triangulation/t_1 ../data/random_hod_experiments_paper/n_50_2/set_2/triangulation/t_3 20 1.019000 0 2 50
../data/random_hod_experiments_paper/n_50_2/set_2/triangulation/t_1 ../data/random_hod_experiments_paper/n_50_2/set_2/triangulation/t_4 14 1.010000 0 2 50
../data/random_hod_experiments_paper/n_50_2/set_2/triangulation/t_2 ../data/random_hod_experiments_paper/n_50_2/set_2/triangulation/t_3 22 0.999000 0 2 50
../data/random_hod_experiments_paper/n_50_2/set_2/triangulation/t_2 ../data/random_hod_experiments_paper/n_50_2/set_2/triangulation/t_4 18 1.010000 0 2 50
../data/random_hod_experiments_paper/n_50_2/set_2/triangulation/t_3 ../data/random_hod_experiments_paper/n_50_2/set_2/triangulation/t_4 20 1.001000 0 2 50
../data/random_hod_experiments_paper/n_50_2/set_3/triangulation/t_0 ../data/random_hod_experiments_paper/n_50_2/set_3/triangulation/t_1 23 1.012000 0 2 50
../data/random_hod_experiments_paper/n_50_2/set_3/triangulation/t_0 ../data/random_hod_experiments_paper/n_50_2/set_3/triangulation/t_2 18 0.963000 0 2 50
../data/random_hod_experiments_paper/n_50_2/set_3/triangulation/t_0 ../data/random_hod_experiments_paper/n_50_2/set_3/triangulation/t_3 25 0.954000 0 2 50
../data/random_hod_experiments_paper/n_50_2/set_3/triangulation/t_0 ../data/random_hod_experiments_paper/n_50_2/set_3/triangulation/t_4 29 0.982000 0 2 50
../data/random_hod_experiments_paper/n_50_2/set_3/triangulation/t_1 ../data/random_hod_experiments_paper/n_50_2/set_3/triangulation/t_2 27 0.994000 0 2 50
../data/random_hod_experiments_paper/n_50_2/set_3/triangulation/t_1 ../data/random_hod_experiments_paper/n_50_2/set_3/triangulation/t_3 27 0.968000 0 2 50
../data/random_hod_experiments_paper/n_50_2/set_3/triangulation/t_1 ../data/random_hod_experiments_paper/n_50_2/set_3/triangulation/t_4 26 0.984000 0 2 50
../data/random_hod_experiments_paper/n_50_2/set_3/triangulation/t_2 ../data/random_hod_experiments_paper/n_50_2/set_3/triangulation/t_3 32 1.007000 0 2 50
../data/random_hod_experiments_paper/n_50_2/set_3/triangulation/t_2 ../data/random_hod_experiments_paper/n_50_2/set_3/triangulation/t_4 32 1.023000 0 2 50
../data/random_hod_experiments_paper/n_50_2/set_3/triangulation/t_3 ../data/random_hod_experiments_paper/n_50_2/set_3/triangulation/t_4 18 0.998000 0 2 50
../data/random_hod_experiments_paper/n_50_2/set_4/triangulation/t_0 ../data/random_hod_experiments_paper/n_50_2/set_4/triangulation/t_1 21 1.024000 0 2 50
../data/random_hod_experiments_paper/n_50_2/set_4/triangulation/t_0 ../data/random_hod_experiments_paper/n_50_2/set_4/triangulation/t_2 20 0.988000 0 2 50
../data/random_hod_experiments_paper/n_50_2/set_4/triangulation/t_0 ../data/random_hod_experiments_paper/n_50_2/set_4/triangulation/t_3 20 1.007000 0 2 50
../data/random_hod_experiments_paper/n_50_2/set_4/triangulation/t_0 ../data/random_hod_experiments_paper/n_50_2/set_4/triangulation/t_4 25 1.042000 0 2 50
../data/random_hod_experiments_paper/n_50_2/set_4/triangulation/t_1 ../data/random_hod_experiments_paper/n_50_2/set_4/triangulation/t_2 11 0.982000 0 2 50
../data/random_hod_experiments_paper/n_50_2/set_4/triangulation/t_1 ../data/random_hod_experiments_paper/n_50_2/set_4/triangulation/t_3 19 0.997000 0 2 50
../data/random_hod_experiments_paper/n_50_2/set_4/triangulation/t_1 ../data/random_hod_experiments_paper/n_50_2/set_4/triangulation/t_4 18 1.054000 0 2 50
../data/random_hod_experiments_paper/n_50_2/set_4/triangulation/t_2 ../data/random_hod_experiments_paper/n_50_2/set_4/triangulation/t_3 19 0.997000 0 2 50
../data/random_hod_experiments_paper/n_50_2/set_4/triangulation/t_2 ../data/random_hod_experiments_paper/n_50_2/set_4/triangulation/t_4 22 0.971000 0 2 50
../data/random_hod_experiments_paper/n_50_2/set_4/triangulation/t_3 ../data/random_hod_experiments_paper/n_50_2/set_4/triangulation/t_4 17 0.981000 0 2 50
../data/random_hod_experiments_paper/n_50_2/set_5/triangulation/t_0 ../data/random_hod_experiments_paper/n_50_2/set_5/triangulation/t_1 20 0.970000 0 2 50
../data/random_hod_experiments_paper/n_50_2/set_5/triangulation/t_0 ../data/random_hod_experiments_paper/n_50_2/set_5/triangulation/t_2 14 0.961000 0 2 50
../data/random_hod_experiments_paper/n_50_2/set_5/triangulation/t_0 ../data/random_hod_experiments_paper/n_50_2/set_5/triangulation/t_3 17 0.956000 0 2 50
../data/random_hod_experiments_paper/n_50_2/set_5/triangulation/t_0 ../data/random_hod_experiments_paper/n_50_2/set_5/triangulation/t_4 15 0.957000 0 2 50
../data/random_hod_experiments_paper/n_50_2/set_5/triangulation/t_1 ../data/random_hod_experiments_paper/n_50_2/set_5/triangulation/t_2 18 0.943000 0 2 50
../data/random_hod_experiments_paper/n_50_2/set_5/triangulation/t_1 ../data/random_hod_experiments_paper/n_50_2/set_5/triangulation/t_3 22 0.935000 0 2 50
../data/random_hod_experiments_paper/n_50_2/set_5/triangulation/t_1 ../data/random_hod_experiments_paper/n_50_2/set_5/triangulation/t_4 27 0.932000 0 2 50
../data/random_hod_experiments_paper/n_50_2/set_5/triangulation/t_2 ../data/random_hod_experiments_paper/n_50_2/set_5/triangulation/t_3 11 0.958000 0 2 50
../data/random_hod_experiments_paper/n_50_2/set_5/triangulation/t_2 ../data/random_hod_experiments_paper/n_50_2/set_5/triangulation/t_4 20 0.944000 0 2 50
../data/random_hod_experiments_paper/n_50_2/set_5/triangulation/t_3 ../data/random_hod_experiments_paper/n_50_2/set_5/triangulation/t_4 17 0.953000 0 2 50
../data/random_hod_experiments_paper/n_50_2/set_6/triangulation/t_0 ../data/random_hod_experiments_paper/n_50_2/set_6/triangulation/t_1 14 0.983000 0 2 50
../data/random_hod_experiments_paper/n_50_2/set_6/triangulation/t_0 ../data/random_hod_experiments_paper/n_50_2/set_6/triangulation/t_2 21 0.955000 0 2 50
../data/random_hod_experiments_paper/n_50_2/set_6/triangulation/t_0 ../data/random_hod_experiments_paper/n_50_2/set_6/triangulation/t_3 20 0.970000 0 2 50
../data/random_hod_experiments_paper/n_50_2/set_6/triangulation/t_0 ../data/random_hod_experiments_paper/n_50_2/set_6/triangulation/t_4 22 1.016000 0 2 50
../data/random_hod_experiments_paper/n_50_2/set_6/triangulation/t_1 ../data/random_hod_experiments_paper/n_50_2/set_6/triangulation/t_2 17 0.954000 0 2 50
../data/random_hod_experiments_paper/n_50_2/set_6/triangulation/t_1 ../data/random_hod_experiments_paper/n_50_2/set_6/triangulation/t_3 16 0.957000 0 2 50
../data/random_hod_experiments_paper/n_50_2/set_6/triangulation/t_1 ../data/random_hod_experiments_paper/n_50_2/set_6/triangulation/t_4 23 1.008000 0 2 50
../data/random_hod_experiments_paper/n_50_2/set_6/triangulation/t_2 ../data/random_hod_experiments_paper/n_50_2/set_6/triangulation/t_3 17 0.958000 0 2 50
../data/random_hod_experiments_paper/n_50_2/set_6/triangulation/t_2 ../data/random_hod_experiments_paper/n_50_2/set_6/triangulation/t_4 19 0.971000 0 2 50
../data/random_hod_experiments_paper/n_50_2/set_6/triangulation/t_3 ../data/random_hod_experiments_paper/n_50_2/set_6/triangulation/t_4 16 0.969000 0 2 50
../data/random_hod_experiments_paper/n_50_2/set_7/triangulation/t_0 ../data/random_hod_experiments_paper/n_50_2/set_7/triangulation/t_1 23 1.005000 0 2 50
../data/random_hod_experiments_paper/n_50_2/set_7/triangulation/t_0 ../data/random_hod_experiments_paper/n_50_2/set_7/triangulation/t_2 26 0.976000 0 2 50
../data/random_hod_experiments_paper/n_50_2/set_7/triangulation/t_0 ../data/random_hod_experiments_paper/n_50_2/set_7/triangulation/t_3 15 0.992000 0 2 50
../data/random_hod_experiments_paper/n_50_2/set_7/triangulation/t_0 ../data/random_hod_experiments_paper/n_50_2/set_7/triangulation/t_4 20 0.993000 0 2 50
../data/random_hod_experiments_paper/n_50_2/set_7/triangulation/t_1 ../data/random_hod_experiments_paper/n_50_2/set_7/triangulation/t_2 22 0.982000 0 2 50
../data/random_hod_experiments_paper/n_50_2/set_7/triangulation/t_1 ../data/random_hod_experiments_paper/n_50_2/set_7/triangulation/t_3 20 0.977000 0 2 50
../data/random_hod_experiments_paper/n_50_2/set_7/triangulation/t_1 ../data/random_hod_experiments_paper/n_50_2/set_7/triangulation/t_4 18 0.994000 0 2 50
../data/random_hod_experiments_paper/n_50_2/set_7/triangulation/t_2 ../data/random_hod_experiments_paper/n_50_2/set_7/triangulation/t_3 19 0.986000 0 2 50
../data/random_hod_experiments_paper/n_50_2/set_7/triangulation/t_2 ../data/random_hod_experiments_paper/n_50_2/set_7/triangulation/t_4 21 0.977000 0 2 50
../data/random_hod_experiments_paper/n_50_2/set_7/triangulation/t_3 ../data/random_hod_experiments_paper/n_50_2/set_7/triangulation/t_4 25 0.979000 0 2 50
../data/random_hod_experiments_paper/n_50_2/set_8/triangulation/t_0 ../data/random_hod_experiments_paper/n_50_2/set_8/triangulation/t_1 24 0.984000 0 2 50
../data/random_hod_experiments_paper/n_50_2/set_8/triangulation/t_0 ../data/random_hod_experiments_paper/n_50_2/set_8/triangulation/t_2 26 0.985000 0 2 50
../data/random_hod_experiments_paper/n_50_2/set_8/triangulation/t_0 ../data/random_hod_experiments_paper/n_50_2/set_8/triangulation/t_3 24 0.944000 0 2 50
../data/random_hod_experiments_paper/n_50_2/set_8/triangulation/t_0 ../data/random_hod_experiments_paper/n_50_2/set_8/triangulation/t_4 22 0.955000 0 2 50
../data/random_hod_experiments_paper/n_50_2/set_8/triangulation/t_1 ../data/random_hod_experiments_paper/n_50_2/set_8/triangulation/t_2 20 0.958000 0 2 50
../data/random_hod_experiments_paper/n_50_2/set_8/triangulation/t_1 ../data/random_hod_experiments_paper/n_50_2/set_8/triangulation/t_3 16 0.951000 0 2 50
../data/random_hod_experiments_paper/n_50_2/set_8/triangulation/t_1 ../data/random_hod_experiments_paper/n_50_2/set_8/triangulation/t_4 15 0.948000 0 2 50
../data/random_hod_experiments_paper/n_50_2/set_8/triangulation/t_2 ../data/random_hod_experiments_paper/n_50_2/set_8/triangulation/t_3 27 0.988000 0 2 50
../data/random_hod_experiments_paper/n_50_2/set_8/triangulation/t_2 ../data/random_hod_experiments_paper/n_50_2/set_8/triangulation/t_4 21 0.967000 0 2 50
../data/random_hod_experiments_paper/n_50_2/set_8/triangulation/t_3 ../data/random_hod_experiments_paper/n_50_2/set_8/triangulation/t_4 21 0.965000 0 2 50
../data/random_hod_experiments_paper/n_50_2/set_9/triangulation/t_0 ../data/random_hod_experiments_paper/n_50_2/set_9/triangulation/t_1 22 0.970000 0 2 50
../data/random_hod_experiments_paper/n_50_2/set_9/triangulation/t_0 ../data/random_hod_experiments_paper/n_50_2/set_9/triangulation/t_2 17 0.971000 0 2 50
../data/random_hod_experiments_paper/n_50_2/set_9/triangulation/t_0 ../data/random_hod_experiments_paper/n_50_2/set_9/triangulation/t_3 19 0.958000 0 2 50
../data/random_hod_experiments_paper/n_50_2/set_9/triangulation/t_0 ../data/random_hod_experiments_paper/n_50_2/set_9/triangulation/t_4 18 0.952000 0 2 50
../data/random_hod_experiments_paper/n_50_2/set_9/triangulation/t_1 ../data/random_hod_experiments_paper/n_50_2/set_9/triangulation/t_2 20 0.959000 0 2 50
../data/random_hod_experiments_paper/n_50_2/set_9/triangulation/t_1 ../data/random_hod_experiments_paper/n_50_2/set_9/triangulation/t_3 25 1.009000 0 2 50
../data/random_hod_experiments_paper/n_50_2/set_9/triangulation/t_1 ../data/random_hod_experiments_paper/n_50_2/set_9/triangulation/t_4 26 1.000000 0 2 50
../data/random_hod_experiments_paper/n_50_2/set_9/triangulation/t_2 ../data/random_hod_experiments_paper/n_50_2/set_9/triangulation/t_3 20 0.961000 0 2 50
../data/random_hod_experiments_paper/n_50_2/set_9/triangulation/t_2 ../data/random_hod_experiments_paper/n_50_2/set_9/triangulation/t_4 24 0.965000 0 2 50
../data/random_hod_experiments_paper/n_50_2/set_9/triangulation/t_3 ../data/random_hod_experiments_paper/n_50_2/set_9/triangulation/t_4 15 0.972000 0 2 50
../data/random_hod_experiments_paper/n_50_5/set_0/triangulation/t_0 ../data/random_hod_experiments_paper/n_50_5/set_0/triangulation/t_1 37 1.086000 0 5 50
../data/random_hod_experiments_paper/n_50_5/set_0/triangulation/t_0 ../data/random_hod_experiments_paper/n_50_5/set_0/triangulation/t_2 45 1.239000 0 5 50
../data/random_hod_experiments_paper/n_50_5/set_0/triangulation/t_0 ../data/random_hod_experiments_paper/n_50_5/set_0/triangulation/t_3 28 1.113000 0 5 50
../data/random_hod_experiments_paper/n_50_5/set_0/triangulation/t_0 ../data/random_hod_experiments_paper/n_50_5/set_0/triangulation/t_4 32 1.012000 0 5 50
../data/random_hod_experiments_paper/n_50_5/set_0/triangulation/t_1 ../data/random_hod_experiments_paper/n_50_5/set_0/triangulation/t_2 41 1.413000 0 5 50
../data/random_hod_experiments_paper/n_50_5/set_0/triangulation/t_1 ../data/random_hod_experiments_paper/n_50_5/set_0/triangulation/t_3 25 1.091000 0 5 50
../data/random_hod_experiments_paper/n_50_5/set_0/triangulation/t_1 ../data/random_hod_experiments_paper/n_50_5/set_0/triangulation/t_4 30 1.031000 0 5 50
../data/random_hod_experiments_paper/n_50_5/set_0/triangulation/t_2 ../data/random_hod_experiments_paper/n_50_5/set_0/triangulation/t_3 41 1.118000 0 5 50
../data/random_hod_experiments_paper/n_50_5/set_0/triangulation/t_2 ../data/random_hod_experiments_paper/n_50_5/set_0/triangulation/t_4 44 1.461000 0 5 50
../data/random_hod_experiments_paper/n_50_5/set_0/triangulation/t_3 ../data/random_hod_experiments_paper/n_50_5/set_0/triangulation/t_4 36 1.105000 0 5 50
../data/random_hod_experiments_paper/n_50_5/set_1/triangulation/t_0 ../data/random_hod_experiments_paper/n_50_5/set_1/triangulation/t_1 38 1.338000 0 5 50
../data/random_hod_experiments_paper/n_50_5/set_1/triangulation/t_0 ../data/random_hod_experiments_paper/n_50_5/set_1/triangulation/t_2 42 1.486000 0 5 50
../data/random_hod_experiments_paper/n_50_5/set_1/triangulation/t_0 ../data/random_hod_experiments_paper/n_50_5/set_1/triangulation/t_3 28 1.114000 0 5 50
../data/random_hod_experiments_paper/n_50_5/set_1/triangulation/t_0 ../data/random_hod_experiments_paper/n_50_5/set_1/triangulation/t_4 34 1.112000 0 5 50
