file1 file2 simple eppstein hanke 
../data/random_experiments_paper/n_25/set_2/triangulation/t_0 ../data/random_experiments_paper/n_25/set_2/triangulation/t_1 23 23 24
../data/random_experiments_paper/n_25/set_2/triangulation/t_0 ../data/random_experiments_paper/n_25/set_2/triangulation/t_10 36 39 40
../data/random_experiments_paper/n_25/set_2/triangulation/t_0 ../data/random_experiments_paper/n_25/set_2/triangulation/t_11 27 28 29
../data/random_experiments_paper/n_25/set_2/triangulation/t_0 ../data/random_experiments_paper/n_25/set_2/triangulation/t_12 29 33 33
../data/random_experiments_paper/n_25/set_2/triangulation/t_0 ../data/random_experiments_paper/n_25/set_2/triangulation/t_13 30 34 35
../data/random_experiments_paper/n_25/set_2/triangulation/t_0 ../data/random_experiments_paper/n_25/set_2/triangulation/t_14 23 24 24
../data/random_experiments_paper/n_25/set_2/triangulation/t_0 ../data/random_experiments_paper/n_25/set_2/triangulation/t_15 28 29 30
../data/random_experiments_paper/n_25/set_2/triangulation/t_0 ../data/random_experiments_paper/n_25/set_2/triangulation/t_16 32 33 33
../data/random_experiments_paper/n_25/set_2/triangulation/t_0 ../data/random_experiments_paper/n_25/set_2/triangulation/t_17 23 23 23
../data/random_experiments_paper/n_25/set_2/triangulation/t_0 ../data/random_experiments_paper/n_25/set_2/triangulation/t_18 29 32 32
../data/random_experiments_paper/n_25/set_2/triangulation/t_0 ../data/random_experiments_paper/n_25/set_2/triangulation/t_19 33 36 36
../data/random_experiments_paper/n_25/set_2/triangulation/t_0 ../data/random_experiments_paper/n_25/set_2/triangulation/t_2 36 40 41
../data/random_experiments_paper/n_25/set_2/triangulation/t_0 ../data/random_experiments_paper/n_25/set_2/triangulation/t_3 30 31 31
../data/random_experiments_paper/n_25/set_2/triangulation/t_0 ../data/random_experiments_paper/n_25/set_2/triangulation/t_4 34 35 36
../data/random_experiments_paper/n_25/set_2/triangulation/t_0 ../data/random_experiments_paper/n_25/set_2/triangulation/t_5 29 31 32
../data/random_experiments_paper/n_25/set_2/triangulation/t_0 ../data/random_experiments_paper/n_25/set_2/triangulation/t_6 32 38 39
../data/random_experiments_paper/n_25/set_2/triangulation/t_0 ../data/random_experiments_paper/n_25/set_2/triangulation/t_7 32 35 36
../data/random_experiments_paper/n_25/set_2/triangulation/t_0 ../data/random_experiments_paper/n_25/set_2/triangulation/t_8 27 30 31
../data/random_experiments_paper/n_25/set_2/triangulation/t_0 ../data/random_experiments_paper/n_25/set_2/triangulation/t_9 33 33 34
../data/random_experiments_paper/n_25/set_2/triangulation/t_1 ../data/random_experiments_paper/n_25/set_2/triangulation/t_10 30 31 32
../data/random_experiments_paper/n_25/set_2/triangulation/t_1 ../data/random_experiments_paper/n_25/set_2/triangulation/t_11 22 23 23
../data/random_experiments_paper/n_25/set_2/triangulation/t_1 ../data/random_experiments_paper/n_25/set_2/triangulation/t_12 27 30 32
../data/random_experiments_paper/n_25/set_2/triangulation/t_1 ../data/random_experiments_paper/n_25/set_2/triangulation/t_13 34 38 39
../data/random_experiments_paper/n_25/set_2/triangulation/t_1 ../data/random_experiments_paper/n_25/set_2/triangulation/t_14 26 27 27
../data/random_experiments_paper/n_25/set_2/triangulation/t_1 ../data/random_experiments_paper/n_25/set_2/triangulation/t_15 15 15 15
../data/random_experiments_paper/n_25/set_2/triangulation/t_1 ../data/random_experiments_paper/n_25/set_2/triangulation/t_16 28 29 31
../data/random_experiments_paper/n_25/set_2/triangulation/t_1 ../data/random_experiments_paper/n_25/set_2/triangulation/t_17 25 26 28
../data/random_experiments_paper/n_25/set_2/triangulation/t_1 ../data/random_experiments_paper/n_25/set_2/triangulation/t_18 28 32 34
../data/random_experiments_paper/n_25/set_2/triangulation/t_1 ../data/random_experiments_paper/n_25/set_2/triangulation/t_19 32 35 35
../data/random_experiments_paper/n_25/set_2/triangulation/t_1 ../data/random_experiments_paper/n_25/set_2/triangulation/t_2 32 34 36
../data/random_experiments_paper/n_25/set_2/triangulation/t_1 ../data/random_experiments_paper/n_25/set_2/triangulation/t_3 21 22 22
../data/random_experiments_paper/n_25/set_2/triangulation/t_1 ../data/random_experiments_paper/n_25/set_2/triangulation/t_4 28 28 29
../data/random_experiments_paper/n_25/set_2/triangulation/t_1 ../data/random_experiments_paper/n_25/set_2/triangulation/t_5 31 33 37
../data/random_experiments_paper/n_25/set_2/triangulation/t_1 ../data/random_experiments_paper/n_25/set_2/triangulation/t_6 31 36 38
../data/random_experiments_paper/n_25/set_2/triangulation/t_1 ../data/random_experiments_paper/n_25/set_2/triangulation/t_7 30 32 33
../data/random_experiments_paper/n_25/set_2/triangulation/t_1 ../data/random_experiments_paper/n_25/set_2/triangulation/t_8 28 30 31
../data/random_experiments_paper/n_25/set_2/triangulation/t_1 ../data/random_experiments_paper/n_25/set_2/triangulation/t_9 33 34 36
../data/random_experiments_paper/n_25/set_2/triangulation/t_10 ../data/random_experiments_paper/n_25/set_2/triangulation/t_11 29 30 31
../data/random_experiments_paper/n_25/set_2/triangulation/t_10 ../data/random_experiments_paper/n_25/set_2/triangulation/t_12 33 38 41
