file1 file2 flip runtime
../data/random_experiments_paper/n_20/set_3/triangulation/t_0 ../data/random_experiments_paper/n_20/set_3/triangulation/t_1 19 4218 19
../data/random_experiments_paper/n_20/set_3/triangulation/t_0 ../data/random_experiments_paper/n_20/set_3/triangulation/t_10 -28 300011 -2147483648
../data/random_experiments_paper/n_20/set_3/triangulation/t_0 ../data/random_experiments_paper/n_20/set_3/triangulation/t_11 -27 300008 -2147483648
../data/random_experiments_paper/n_20/set_3/triangulation/t_0 ../data/random_experiments_paper/n_20/set_3/triangulation/t_12 20 2726 20
../data/random_experiments_paper/n_20/set_3/triangulation/t_0 ../data/random_experiments_paper/n_20/set_3/triangulation/t_13 -24 300041 -26
../data/random_experiments_paper/n_20/set_3/triangulation/t_0 ../data/random_experiments_paper/n_20/set_3/triangulation/t_14 -20 300106 -22
../data/random_experiments_paper/n_20/set_3/triangulation/t_0 ../data/random_experiments_paper/n_20/set_3/triangulation/t_15 -27 300073 -29
../data/random_experiments_paper/n_20/set_3/triangulation/t_0 ../data/random_experiments_paper/n_20/set_3/triangulation/t_16 18 3271 18
../data/random_experiments_paper/n_20/set_3/triangulation/t_0 ../data/random_experiments_paper/n_20/set_3/triangulation/t_17 22 39501 22
../data/random_experiments_paper/n_20/set_3/triangulation/t_0 ../data/random_experiments_paper/n_20/set_3/triangulation/t_18 -24 300031 -2147483648
../data/random_experiments_paper/n_20/set_3/triangulation/t_0 ../data/random_experiments_paper/n_20/set_3/triangulation/t_19 15 1732 15
../data/random_experiments_paper/n_20/set_3/triangulation/t_0 ../data/random_experiments_paper/n_20/set_3/triangulation/t_2 -27 300000 -2147483648
../data/random_experiments_paper/n_20/set_3/triangulation/t_0 ../data/random_experiments_paper/n_20/set_3/triangulation/t_3 21 7858 21
../data/random_experiments_paper/n_20/set_3/triangulation/t_0 ../data/random_experiments_paper/n_20/set_3/triangulation/t_4 19 2761 19
../data/random_experiments_paper/n_20/set_3/triangulation/t_0 ../data/random_experiments_paper/n_20/set_3/triangulation/t_5 -20 300000 -2147483648
../data/random_experiments_paper/n_20/set_3/triangulation/t_0 ../data/random_experiments_paper/n_20/set_3/triangulation/t_6 19 4306 19
../data/random_experiments_paper/n_20/set_3/triangulation/t_0 ../data/random_experiments_paper/n_20/set_3/triangulation/t_7 -25 300007 -2147483648
../data/random_experiments_paper/n_20/set_3/triangulation/t_0 ../data/random_experiments_paper/n_20/set_3/triangulation/t_8 26 114824 26
../data/random_experiments_paper/n_20/set_3/triangulation/t_0 ../data/random_experiments_paper/n_20/set_3/triangulation/t_9 -24 300008 -2147483648
../data/random_experiments_paper/n_20/set_3/triangulation/t_1 ../data/random_experiments_paper/n_20/set_3/triangulation/t_10 -28 300001 -2147483648
../data/random_experiments_paper/n_20/set_3/triangulation/t_1 ../data/random_experiments_paper/n_20/set_3/triangulation/t_11 -26 300002 -2147483648
../data/random_experiments_paper/n_20/set_3/triangulation/t_1 ../data/random_experiments_paper/n_20/set_3/triangulation/t_12 18 2750 18
../data/random_experiments_paper/n_20/set_3/triangulation/t_1 ../data/random_experiments_paper/n_20/set_3/triangulation/t_13 -22 300005 -2147483648
../data/random_experiments_paper/n_20/set_3/triangulation/t_1 ../data/random_experiments_paper/n_20/set_3/triangulation/t_14 -26 300009 -28
../data/random_experiments_paper/n_20/set_3/triangulation/t_1 ../data/random_experiments_paper/n_20/set_3/triangulation/t_15 -32 300000 -2147483648
../data/random_experiments_paper/n_20/set_3/triangulation/t_1 ../data/random_experiments_paper/n_20/set_3/triangulation/t_16 -26 300003 -28
../data/random_experiments_paper/n_20/set_3/triangulation/t_1 ../data/random_experiments_paper/n_20/set_3/triangulation/t_17 -28 300000 -2147483648
../data/random_experiments_paper/n_20/set_3/triangulation/t_1 ../data/random_experiments_paper/n_20/set_3/triangulation/t_18 -28 300000 -2147483648
../data/random_experiments_paper/n_20/set_3/triangulation/t_1 ../data/random_experiments_paper/n_20/set_3/triangulation/t_19 19 4215 19
../data/random_experiments_paper/n_20/set_3/triangulation/t_1 ../data/random_experiments_paper/n_20/set_3/triangulation/t_2 -27 300002 -2147483648
../data/random_experiments_paper/n_20/set_3/triangulation/t_1 ../data/random_experiments_paper/n_20/set_3/triangulation/t_3 15 2080 15
../data/random_experiments_paper/n_20/set_3/triangulation/t_1 ../data/random_experiments_paper/n_20/set_3/triangulation/t_4 22 71469 22
../data/random_experiments_paper/n_20/set_3/triangulation/t_1 ../data/random_experiments_paper/n_20/set_3/triangulation/t_5 -23 300042 -2147483648
../data/random_experiments_paper/n_20/set_3/triangulation/t_1 ../data/random_experiments_paper/n_20/set_3/triangulation/t_6 18 3739 18
../data/random_experiments_paper/n_20/set_3/triangulation/t_1 ../data/random_experiments_paper/n_20/set_3/triangulation/t_7 -27 300000 -2147483648
../data/random_experiments_paper/n_20/set_3/triangulation/t_1 ../data/random_experiments_paper/n_20/set_3/triangulation/t_8 -29 300003 -2147483648
../data/random_experiments_paper/n_20/set_3/triangulation/t_1 ../data/random_experiments_paper/n_20/set_3/triangulation/t_9 -21 300017 -2147483648
../data/random_experiments_paper/n_20/set_3/triangulation/t_10 ../data/random_experiments_paper/n_20/set_3/triangulation/t_11 22 3992 22
../data/random_experiments_paper/n_20/set_3/triangulation/t_10 ../data/random_experiments_paper/n_20/set_3/triangulation/t_12 -25 300002 -2147483648
../data/random_experiments_paper/n_20/set_3/triangulation/t_10 ../data/random_experiments_paper/n_20/set_3/triangulation/t_13 -27 300002 -29
../data/random_experiments_paper/n_20/set_3/triangulation/t_10 ../data/random_experiments_paper/n_20/set_3/triangulation/t_14 25 74095 25
