file1 file2 simple eppstein hanke 
../data/random_experiments_paper/n_15/set_9/triangulation/t_0 ../data/random_experiments_paper/n_15/set_9/triangulation/t_1 14 15 15
../data/random_experiments_paper/n_15/set_9/triangulation/t_0 ../data/random_experiments_paper/n_15/set_9/triangulation/t_10 16 17 17
../data/random_experiments_paper/n_15/set_9/triangulation/t_0 ../data/random_experiments_paper/n_15/set_9/triangulation/t_11 16 18 18
../data/random_experiments_paper/n_15/set_9/triangulation/t_0 ../data/random_experiments_paper/n_15/set_9/triangulation/t_12 17 18 19
../data/random_experiments_paper/n_15/set_9/triangulation/t_0 ../data/random_experiments_paper/n_15/set_9/triangulation/t_13 11 11 11
../data/random_experiments_paper/n_15/set_9/triangulation/t_0 ../data/random_experiments_paper/n_15/set_9/triangulation/t_14 15 15 17
../data/random_experiments_paper/n_15/set_9/triangulation/t_0 ../data/random_experiments_paper/n_15/set_9/triangulation/t_15 10 10 11
../data/random_experiments_paper/n_15/set_9/triangulation/t_0 ../data/random_experiments_paper/n_15/set_9/triangulation/t_16 12 12 13
../data/random_experiments_paper/n_15/set_9/triangulation/t_0 ../data/random_experiments_paper/n_15/set_9/triangulation/t_17 18 20 20
../data/random_experiments_paper/n_15/set_9/triangulation/t_0 ../data/random_experiments_paper/n_15/set_9/triangulation/t_18 14 15 15
../data/random_experiments_paper/n_15/set_9/triangulation/t_0 ../data/random_experiments_paper/n_15/set_9/triangulation/t_19 18 19 20
../data/random_experiments_paper/n_15/set_9/triangulation/t_0 ../data/random_experiments_paper/n_15/set_9/triangulation/t_2 14 15 15
../data/random_experiments_paper/n_15/set_9/triangulation/t_0 ../data/random_experiments_paper/n_15/set_9/triangulation/t_3 14 15 15
../data/random_experiments_paper/n_15/set_9/triangulation/t_0 ../data/random_experiments_paper/n_15/set_9/triangulation/t_4 16 16 16
../data/random_experiments_paper/n_15/set_9/triangulation/t_0 ../data/random_experiments_paper/n_15/set_9/triangulation/t_5 11 11 13
../data/random_experiments_paper/n_15/set_9/triangulation/t_0 ../data/random_experiments_paper/n_15/set_9/triangulation/t_6 16 17 18
../data/random_experiments_paper/n_15/set_9/triangulation/t_0 ../data/random_experiments_paper/n_15/set_9/triangulation/t_7 14 14 14
../data/random_experiments_paper/n_15/set_9/triangulation/t_0 ../data/random_experiments_paper/n_15/set_9/triangulation/t_8 11 13 13
../data/random_experiments_paper/n_15/set_9/triangulation/t_0 ../data/random_experiments_paper/n_15/set_9/triangulation/t_9 16 18 18
../data/random_experiments_paper/n_15/set_9/triangulation/t_1 ../data/random_experiments_paper/n_15/set_9/triangulation/t_10 8 8 8
../data/random_experiments_paper/n_15/set_9/triangulation/t_1 ../data/random_experiments_paper/n_15/set_9/triangulation/t_11 14 15 16
../data/random_experiments_paper/n_15/set_9/triangulation/t_1 ../data/random_experiments_paper/n_15/set_9/triangulation/t_12 8 8 8
../data/random_experiments_paper/n_15/set_9/triangulation/t_1 ../data/random_experiments_paper/n_15/set_9/triangulation/t_13 11 13 13
../data/random_experiments_paper/n_15/set_9/triangulation/t_1 ../data/random_experiments_paper/n_15/set_9/triangulation/t_14 12 13 13
../data/random_experiments_paper/n_15/set_9/triangulation/t_1 ../data/random_experiments_paper/n_15/set_9/triangulation/t_15 10 10 10
../data/random_experiments_paper/n_15/set_9/triangulation/t_1 ../data/random_experiments_paper/n_15/set_9/triangulation/t_16 11 11 11
../data/random_experiments_paper/n_15/set_9/triangulation/t_1 ../data/random_experiments_paper/n_15/set_9/triangulation/t_17 11 11 11
../data/random_experiments_paper/n_15/set_9/triangulation/t_1 ../data/random_experiments_paper/n_15/set_9/triangulation/t_18 12 12 13
../data/random_experiments_paper/n_15/set_9/triangulation/t_1 ../data/random_experiments_paper/n_15/set_9/triangulation/t_19 11 11 11
../data/random_experiments_paper/n_15/set_9/triangulation/t_1 ../data/random_experiments_paper/n_15/set_9/triangulation/t_2 11 11 11
../data/random_experiments_paper/n_15/set_9/triangulation/t_1 ../data/random_experiments_paper/n_15/set_9/triangulation/t_3 4 4 4
../data/random_experiments_paper/n_15/set_9/triangulation/t_1 ../data/random_experiments_paper/n_15/set_9/triangulation/t_4 16 16 18
../data/random_experiments_paper/n_15/set_9/triangulation/t_1 ../data/random_experiments_paper/n_15/set_9/triangulation/t_5 11 11 11
../data/random_experiments_paper/n_15/set_9/triangulation/t_1 ../data/random_experiments_paper/n_15/set_9/triangulation/t_6 15 15 16
../data/random_experiments_paper/n_15/set_9/triangulation/t_1 ../data/random_experiments_paper/n_15/set_9/triangulation/t_7 12 12 12
../data/random_experiments_paper/n_15/set_9/triangulation/t_1 ../data/random_experiments_paper/n_15/set_9/triangulation/t_8 10 10 10
../data/random_experiments_paper/n_15/set_9/triangulation/t_1 ../data/random_experiments_paper/n_15/set_9/triangulation/t_9 9 13 13
../data/random_experiments_paper/n_15/set_9/triangulation/t_10 ../data/random_experiments_paper/n_15/set_9/triangulation/t_11 13 14 14
../data/random_experiments_paper/n_15/set_9/triangulation/t_10 ../data/random_experiments_paper/n_15/set_9/triangulation/t_12 9 9 9
../data/random_experiments_paper/n_15/set_9/triangulation/t_10 ../data/random_experiments_paper/n_15/set_9/triangulation/t_13 15 17 18
../data/random_experiments_paper/n_15/set_9/triangulation/t_10 ../data/random_experiments_paper/n_15/set_9/triangulation/t_14 15 16 17
../data/random_experiments_paper/n_15/set_9/triangulation/t_10 ../data/random_experiments_paper/n_15/set_9/triangulation/t_15 13 14 14
