file1 file2 flip runtime
../data/random_experiments_paper/n_15/set_9/triangulation/t_0 ../data/random_experiments_paper/n_15/set_9/triangulation/t_1 15 6489 15
../data/random_experiments_paper/n_15/set_9/triangulation/t_0 ../data/random_experiments_paper/n_15/set_9/triangulation/t_10 17 5667 17
../data/random_experiments_paper/n_15/set_9/triangulation/t_0 ../data/random_experiments_paper/n_15/set_9/triangulation/t_11 -17 300003 -18
../data/random_experiments_paper/n_15/set_9/triangulation/t_0 ../data/random_experiments_paper/n_15/set_9/triangulation/t_12 -18 300000 -19
../data/random_experiments_paper/n_15/set_9/triangulation/t_0 ../data/random_experiments_paper/n_15/set_9/triangulation/t_13 11 106 11
../data/random_experiments_paper/n_15/set_9/triangulation/t_0 ../data/random_experiments_paper/n_15/set_9/triangulation/t_14 17 64289 17
../data/random_experiments_paper/n_15/set_9/triangulation/t_0 ../data/random_experiments_paper/n_15/set_9/triangulation/t_15 11 1104 11
../data/random_experiments_paper/n_15/set_9/triangulation/t_0 ../data/random_experiments_paper/n_15/set_9/triangulation/t_16 13 3205 13
../data/random_experiments_paper/n_15/set_9/triangulation/t_0 ../data/random_experiments_paper/n_15/set_9/triangulation/t_17 -19 300051 -20
../data/random_experiments_paper/n_15/set_9/triangulation/t_0 ../data/random_experiments_paper/n_15/set_9/triangulation/t_18 15 2201 15
../data/random_experiments_paper/n_15/set_9/triangulation/t_0 ../data/random_experiments_paper/n_15/set_9/triangulation/t_19 20 165497 20
../data/random_experiments_paper/n_15/set_9/triangulation/t_0 ../data/random_experiments_paper/n_15/set_9/triangulation/t_2 15 3242 15
../data/random_experiments_paper/n_15/set_9/triangulation/t_0 ../data/random_experiments_paper/n_15/set_9/triangulation/t_3 15 8082 15
../data/random_experiments_paper/n_15/set_9/triangulation/t_0 ../data/random_experiments_paper/n_15/set_9/triangulation/t_4 16 516 16
../data/random_experiments_paper/n_15/set_9/triangulation/t_0 ../data/random_experiments_paper/n_15/set_9/triangulation/t_5 13 33330 13
../data/random_experiments_paper/n_15/set_9/triangulation/t_0 ../data/random_experiments_paper/n_15/set_9/triangulation/t_6 18 108125 18
../data/random_experiments_paper/n_15/set_9/triangulation/t_0 ../data/random_experiments_paper/n_15/set_9/triangulation/t_7 14 214 14
../data/random_experiments_paper/n_15/set_9/triangulation/t_0 ../data/random_experiments_paper/n_15/set_9/triangulation/t_8 13 20661 13
../data/random_experiments_paper/n_15/set_9/triangulation/t_0 ../data/random_experiments_paper/n_15/set_9/triangulation/t_9 -17 300000 -18
../data/random_experiments_paper/n_15/set_9/triangulation/t_1 ../data/random_experiments_paper/n_15/set_9/triangulation/t_10 8 76 8
../data/random_experiments_paper/n_15/set_9/triangulation/t_1 ../data/random_experiments_paper/n_15/set_9/triangulation/t_11 16 72094 16
../data/random_experiments_paper/n_15/set_9/triangulation/t_1 ../data/random_experiments_paper/n_15/set_9/triangulation/t_12 8 98 8
../data/random_experiments_paper/n_15/set_9/triangulation/t_1 ../data/random_experiments_paper/n_15/set_9/triangulation/t_13 13 26548 13
../data/random_experiments_paper/n_15/set_9/triangulation/t_1 ../data/random_experiments_paper/n_15/set_9/triangulation/t_14 13 3084 13
